time,open,high,low,close,volume,symbol
2025-06-02,21.332,21.374,21.124,21.291,21933200,HPG
2025-06-03,21.499,21.832,21.457,21.666,31038500,HPG
2025-06-04,21.749,21.999,21.624,21.624,25685700,HPG
2025-06-05,21.666,21.707,21.416,21.457,18786300,HPG
2025-06-06,21.707,22.082,21.582,21.707,42244000,HPG
2025-06-09,21.749,21.999,21.624,21.916,24987900,HPG
2025-06-10,22.082,22.374,21.832,21.832,29410900,HPG
2025-06-11,21.916,21.957,21.666,21.749,16548100,HPG
2025-06-12,21.791,22.582,21.791,22.332,52217900,HPG
2025-06-13,22.166,22.291,21.916,21.999,38769800,HPG
2025-06-16,21.957,22.499,21.957,22.291,29735100,HPG
2025-06-17,22.416,22.582,22.291,22.374,26625600,HPG
2025-06-18,22.416,22.666,22.332,22.624,31468200,HPG
2025-06-19,22.624,22.666,22.332,22.416,23408200,HPG
2025-06-20,22.499,22.582,22.374,22.499,23416400,HPG
2025-06-23,22.374,22.499,22.166,22.374,22192800,HPG
2025-06-24,22.541,22.666,22.457,22.499,27870000,HPG
2025-06-25,22.582,22.874,22.457,22.666,38638800,HPG
2025-06-26,23.05,23.15,22.75,22.8,38436669,HPG
2025-06-27,22.95,22.95,22.75,22.85,16481800,HPG
2025-06-30,22.9,22.95,22.7,22.7,19930857,HPG
2025-07-01,22.75,22.9,22.6,22.65,19766000,HPG
2025-07-02,22.65,22.9,22.55,22.9,18902100,HPG
2025-07-03,23.0,23.65,23.0,23.1,42514500,HPG
2025-07-04,23.15,23.25,23.1,23.25,19401100,HPG
2025-07-07,23.7,23.7,23.4,23.6,35999600,HPG
2025-07-08,23.65,24.8,23.55,24.7,77477100,HPG
2025-07-09,24.8,25.1,24.6,24.75,43462900,HPG
2025-07-10,24.85,25.2,24.55,25.15,85282300,HPG
2025-07-11,25.25,26.25,25.05,26.0,65285300,HPG
2025-07-14,26.2,26.45,25.55,25.75,49438500,HPG
2025-07-15,25.8,26.0,25.5,25.5,46507000,HPG
2025-07-16,25.45,26.2,25.4,26.1,45893600,HPG
2025-07-17,26.2,26.35,25.9,26.0,56229600,HPG
2025-07-18,26.0,26.1,25.75,25.9,40723400,HPG
2025-07-21,26.4,27.0,26.1,26.2,55773600,HPG
2025-07-22,26.15,26.45,26.0,26.45,31504400,HPG
2025-07-23,26.55,26.95,26.4,26.4,43124000,HPG
2025-07-24,26.4,26.45,25.9,26.0,51907400,HPG
2025-07-25,26.0,26.3,25.9,26.05,51078400,HPG
2025-07-28,26.1,26.85,26.0,26.35,99592800,HPG
2025-07-29,26.45,26.6,25.35,25.35,82604800,HPG
2025-07-30,25.6,25.75,25.1,25.4,50186000,HPG
2025-07-31,25.45,25.6,24.75,24.95,85332500,HPG
2025-08-01,24.85,25.3,24.8,25.15,50798600,HPG
2025-08-04,25.1,25.45,24.95,25.3,37058100,HPG
2025-08-05,25.45,27.05,25.45,26.4,215999100,HPG
2025-08-06,26.75,27.7,26.65,27.1,96174200,HPG
2025-08-07,27.35,28.55,27.0,28.5,139119300,HPG
2025-08-08,28.6,28.65,27.6,28.0,121062500,HPG
2025-08-11,28.15,28.45,27.8,28.15,67223000,HPG
2025-08-12,28.35,29.1,28.15,28.5,84195900,HPG
2025-08-13,28.55,28.6,27.85,28.1,79765000,HPG
2025-08-14,28.2,28.45,28.0,28.2,76049900,HPG
2025-08-15,28.45,28.8,27.85,28.0,107927600,HPG
2025-08-18,28.3,28.8,28.2,28.4,69044400,HPG
2025-08-19,28.6,28.7,28.1,28.15,63021900,HPG
2025-08-20,28.2,28.25,27.05,27.4,101007400,HPG
2025-08-21,27.45,27.8,27.3,27.4,69981700,HPG
2025-08-22,26.95,27.1,26.0,26.0,132314200,HPG
2025-08-25,26.5,26.75,25.85,25.95,68320100,HPG
2025-08-26,26.1,27.2,26.1,27.2,51986200,HPG
2025-08-27,27.25,27.25,26.75,26.75,85992500,HPG
2025-08-28,26.95,27.5,26.85,27.1,63166300,HPG
2025-08-29,27.2,27.85,27.05,27.5,81735200,HPG
2025-09-03,27.4,29.0,27.25,28.15,119138500,HPG
2025-09-04,28.45,29.9,28.35,29.85,141435100,HPG
2025-09-05,30.0,30.1,28.8,28.8,95256400,HPG
2025-09-08,28.7,29.75,28.65,28.9,141768400,HPG
2025-09-09,29.2,29.25,28.2,28.85,73861200,HPG
2025-09-10,28.85,29.2,28.4,28.85,52455800,HPG
2025-09-11,28.7,29.2,28.0,29.15,71781900,HPG
2025-09-12,29.2,30.1,29.15,30.0,104621000,HPG
2025-09-15,30.25,30.85,30.1,30.35,88920500,HPG
2025-09-16,30.55,30.55,29.75,29.95,66855600,HPG
2025-09-17,29.9,30.25,29.2,29.2,124424600,HPG
2025-09-18,29.35,29.4,28.6,29.15,75687000,HPG
2025-09-19,29.3,29.4,28.8,29.25,45024800,HPG
2025-09-22,29.25,29.25,28.3,28.4,66073800,HPG
2025-09-23,28.55,28.85,28.45,28.65,24900000,HPG
2025-09-24,28.65,29.05,28.25,29.05,30738900,HPG
2025-09-25,29.15,29.3,28.75,28.8,34435400,HPG
2025-09-26,28.85,29.2,28.55,28.55,38128900,HPG
2025-09-29,28.55,28.9,28.4,28.6,38831200,HPG
2025-09-30,28.55,28.6,27.9,28.15,53737200,HPG
2025-10-01,28.3,28.5,28.1,28.3,29848500,HPG
2025-10-02,28.35,28.65,28.05,28.1,30165900,HPG
2025-10-03,28.1,28.1,27.35,27.65,58123500,HPG
2025-10-06,28.1,29.2,28.1,29.2,71269500,HPG
2025-10-07,29.2,29.35,29.0,29.0,41398600,HPG
2025-10-08,29.25,29.4,28.75,29.2,59953000,HPG
2025-10-09,29.4,29.4,28.85,28.95,42551700,HPG
2025-10-10,29.0,29.75,28.9,29.6,62702300,HPG
2025-10-13,29.05,29.25,28.85,29.0,80237700,HPG
2025-10-14,29.05,29.25,28.3,28.35,84307900,HPG
2025-10-15,28.4,28.7,28.2,28.25,34623200,HPG
2025-10-16,28.25,28.8,28.0,28.25,44715300,HPG
2025-10-17,28.3,28.65,28.0,28.0,46508200,HPG
2025-10-20,27.9,28.25,26.05,26.05,102963100,HPG
2025-10-21,26.3,27.0,26.0,26.8,74275800,HPG
2025-10-22,26.9,26.9,26.15,26.7,37268800,HPG
2025-10-23,26.75,27.0,26.5,26.5,23443400,HPG
2025-10-24,26.5,26.7,26.1,26.4,30587700,HPG
2025-10-27,26.75,26.85,26.25,26.25,27390800,HPG
2025-10-28,26.35,26.8,26.15,26.8,28512100,HPG
2025-10-29,26.9,27.55,26.9,27.25,39448900,HPG
2025-10-30,27.4,27.4,26.9,26.9,23693500,HPG
2025-10-31,26.9,27.1,26.7,26.7,19779100,HPG
2025-11-03,26.75,26.9,26.05,26.05,28356600,HPG
2025-11-04,26.15,26.85,25.95,26.75,37767100,HPG
2025-11-05,26.45,26.75,26.25,26.3,20835300,HPG
2025-11-06,26.35,26.5,26.1,26.1,21207600,HPG
2025-11-07,26.15,26.55,26.0,26.05,55100200,HPG
2025-11-10,26.2,26.75,26.1,26.45,48017900,HPG
2025-11-11,26.6,26.9,26.45,26.6,31332100,HPG
2025-11-12,26.65,27.1,26.65,27.0,30662900,HPG
2025-11-13,27.0,27.05,26.55,26.55,18927500,HPG
2025-11-14,26.5,26.95,26.5,26.9,22112200,HPG
2025-11-17,27.05,27.35,27.05,27.3,32158300,HPG
2025-11-18,27.25,27.6,27.15,27.5,35028300,HPG
2025-11-19,27.5,28.35,27.45,27.6,56320700,HPG
2025-11-20,27.7,27.8,27.15,27.25,23049300,HPG
2025-11-21,27.15,27.45,26.9,27.4,22607900,HPG
2025-11-24,27.4,27.55,27.1,27.1,14707800,HPG
2025-11-25,27.15,27.35,26.9,26.9,24346200,HPG
2025-11-26,26.95,27.2,26.85,27.1,19022200,HPG
2025-11-27,27.2,27.3,26.9,26.9,13956200,HPG
2025-11-28,26.9,27.05,26.55,26.55,20789300,HPG
2025-12-01,26.65,26.75,26.5,26.5,19747100,HPG
2025-12-02,26.55,26.65,26.2,26.5,26073200,HPG
2025-12-03,26.6,26.85,26.45,26.8,21527600,HPG
2025-12-04,26.95,27.45,26.9,27.3,35081200,HPG
2025-12-05,27.35,27.35,27.0,27.0,17662100,HPG
2025-12-08,26.9,27.1,26.75,26.75,21455600,HPG
2025-12-09,26.7,26.9,26.4,26.4,39911800,HPG
2025-12-10,26.65,27.0,26.6,26.65,19708000,HPG
2025-12-11,26.7,26.9,26.5,26.55,17142200,HPG
2025-12-12,26.6,26.7,26.0,26.0,37088200,HPG
2025-12-15,26.25,26.4,26.05,26.25,23939400,HPG
2025-12-16,26.35,26.95,26.25,26.7,29329900,HPG
2025-12-17,26.7,26.7,26.4,26.4,16546600,HPG
2025-12-18,26.4,26.55,26.25,26.4,18777900,HPG
2025-12-19,26.4,26.7,26.4,26.7,29580600,HPG
2025-12-22,26.7,27.1,26.6,26.9,54880900,HPG
2025-12-23,27.05,27.2,26.65,26.75,29588500,HPG
2025-12-24,26.85,26.85,26.5,26.55,23136900,HPG
2025-12-25,26.55,26.65,26.25,26.25,29780000,HPG
2025-12-26,27.1,27.7,26.65,26.9,94035000,HPG
2025-12-29,27.0,27.0,26.65,26.7,16525200,HPG
2025-12-30,26.7,26.85,26.5,26.5,24581900,HPG
2025-12-31,26.45,26.6,26.35,26.4,20149700,HPG
2026-01-05,26.4,26.55,25.7,25.95,46487900,HPG
2026-01-06,26.0,26.2,25.35,25.95,39616600,HPG
2026-01-07,25.95,26.75,25.95,26.6,37249700,HPG
2026-01-08,26.7,26.8,26.4,26.4,37518600,HPG
2026-01-09,26.8,26.8,26.2,26.2,35089300,HPG
2026-01-12,26.35,27.6,26.35,27.5,83534900,HPG
2026-01-13,27.75,27.9,27.0,27.25,45777400,HPG
2026-01-14,27.45,27.6,27.0,27.25,53908300,HPG
2026-01-15,27.25,27.9,27.25,27.6,61937700,HPG
2026-01-16,27.8,28.25,27.3,27.6,65577000,HPG
2026-01-19,27.9,28.2,27.65,27.7,40465900,HPG
2026-01-20,27.85,27.95,27.1,27.25,44169600,HPG
2026-01-21,27.15,27.25,26.65,26.8,37234300,HPG
2026-01-22,26.9,27.3,26.85,26.85,27732600,HPG
2026-01-23,27.1,27.15,26.75,26.75,24233600,HPG
2026-01-26,26.75,26.8,26.15,26.3,33759300,HPG
2026-01-27,26.35,26.55,26.2,26.45,21014200,HPG
2026-01-28,26.55,27.1,26.55,26.7,29982700,HPG
2026-01-29,26.8,27.1,26.8,27.1,27608700,HPG
2026-01-30,27.3,27.5,26.75,26.8,40558400,HPG
2026-02-02,26.8,26.8,26.25,26.55,44024300,HPG
2026-02-03,26.65,27.1,26.65,26.75,32029900,HPG
2026-02-04,26.85,28.6,26.85,28.3,145418100,HPG
2026-02-05,28.3,28.35,27.55,27.55,32887100,HPG
2026-02-06,27.35,28.1,26.8,26.8,67073000,HPG
2026-02-09,27.05,27.3,26.7,26.75,24310400,HPG
2026-02-10,26.9,26.95,26.4,26.55,32543400,HPG
